a,b,c,d,e,f,g,counterfactual,causal effect,actual
0.7932335483598327,1.2772636414843317,-0.05540654619360652,-0.7915349060294519,1.0751700887310087,0.8173836111181845,-2.6075283738541337,0.1448875700825827,-0.0,0.39828707889366255
1.8418976741212005,1.185068338092501,-0.22142379123926434,-1.4307716716686207,1.0783028988853547,0.8901097967918948,-3.108099464498814,0.6018622834338057,-0.0,0.49164389725714996
2.8671023844219743,1.922956776249991,-0.15330315566311778,-1.4290270863755008,1.4320567482829833,1.4554986129457443,-3.1491041108197275,1.0602848423881568,-0.0,1.2323297274441245
2.8162545577612366,2.4245578768658524,0.25289424241180736,-1.2605268307930437,1.9389604951159574,2.0885860639533664,-3.5632008190200195,1.5208008678379166,-0.0,1.6729946701935479
3.865207733416968,2.358649674252698,0.3115718698181463,-2.3934376455531545,1.977715594091074,2.752152195242296,-3.515990609372165,1.9836614941592219,-0.0,1.7759398633775136
4.8822802868975925,3.4149669044861675,1.1213553696033447,-2.5634356743394724,2.7063427250691223,3.1112584050227667,-4.0854020670885625,2.4483468635305785,-0.0,2.437591198056708
5.688070444160208,2.936306919292005,1.06059179928754,-2.8338820893659116,2.9471939032812067,3.5829370970444923,-4.597593194549608,2.9135556215620464,-0.0,2.965120565180224
7.436239077984059,3.532522847692895,1.2487681514251971,-2.882117831303669,2.9521794334847957,4.417180958042683,-4.05902658105763,3.3774697482633784,-0.0,3.2407711820134155
7.250260178490174,3.4433343913742496,1.544173825898474,-2.5267655818854573,3.4609694304837637,4.813764553715461,-4.22978769283254,3.837427870828405,-0.0,3.8379683196338954
8.186953491306861,3.9729782789256243,1.3035306071852188,-3.2213284918596674,3.91491967030302,5.079225815029633,-4.944343089963093,4.2900604880245465,-0.0,4.211302260591442
9.529195784632314,3.989813917398992,2.260456296389192,-2.5965412321848476,4.0860102691888605,5.935043966371631,-4.8392248584964985,4.73889017052114,-0.0,4.713745661766231
9.991133734325567,4.123173841625331,1.8954147342400374,-3.0149469098643125,4.415754317196124,6.226746404928422,-4.501003049316107,5.178584935578962,-0.0,4.945070503256333
10.949155686845332,3.8090523765743947,1.9252498487780754,-3.262111632412554,4.3585846628182985,6.845855414292782,-3.73486556509321,5.6103773029127,-0.0,5.81971046833443
11.611146614140383,4.041366679187311,1.8606087339473492,-3.0315711703366697,4.6919612363038405,6.8034964170325845,-3.664477883853373,6.028418093986814,-0.0,6.109906770763788
12.73177965642285,4.65618485701559,2.1607344433262914,-2.5854913689766352,4.915672167040456,7.803447841797287,-3.1340731462995315,6.424149143427507,-0.0,6.2713103513618575
13.33208266256871,4.603567887491174,1.8759748243451113,-2.163761269187791,5.0020841650695544,7.527706919216626,-2.9390137990258274,6.792381959321178,-0.0,6.967897325440791
13.714696188911754,4.637167477857081,1.7362278710781984,-1.6247215465419074,5.041490812285725,8.179835340075249,-2.596902089291831,7.135640414533951,-0.0,7.3509470325135045
14.476914539952542,4.755004383129052,2.5075319463736663,-0.7800474388391746,5.191411166766088,8.527451340175821,-1.8172977781444968,7.458664899848546,-0.0,7.382488317820484
14.880641569822552,5.050058981126637,2.40314659046549,-0.22866187608973332,5.366188387600364,9.265465783298534,-1.5714679682943964,7.767244840421863,-0.0,7.471207845661108
15.39896109123955,5.255786941917972,2.8447449542960217,0.7945218849036224,5.228084738670262,8.636220232383538,-0.7922668903115588,8.062188952756093,-0.0,8.201537538073673
15.546971356989024,5.738898710389611,3.142588074943712,1.1921056934387868,5.322318588308293,9.269800299135808,-0.7623491353664558,8.341091428246056,-0.0,8.383677108495029
15.912473366726756,6.431967135311217,3.4737791165003546,1.737849473523767,5.689086165417044,9.19714621391582,-0.2611557775332375,8.59783194675892,-0.0,8.812051439552922
16.376823970951232,6.451244550373367,3.6536099542844775,2.118803213203795,6.07704244451519,9.377379388619708,-0.07016742136336516,8.827347424954628,-0.0,8.546230365261298
15.786416635653254,6.680340701144227,3.9037468847395815,2.6648629641667907,6.750569618318505,9.387178890733791,-0.048201219338533635,9.025182765536686,-0.0,8.815181546922393
15.846215460217985,6.210933144032667,4.191785516943303,2.9622391128405554,7.4812292237705496,10.216636348220879,0.42464562849322923,9.187365395198597,-0.0,9.520895365748576
15.677835335014247,6.776842323824919,4.559686504674983,3.2762530059170514,7.270708071116555,9.954548939452954,0.39343411824184277,9.314988030665662,-0.0,9.23238827019263
15.818690859605967,6.709566368096349,4.697725960701426,3.2252756949889028,7.904782888984392,9.653270286365604,1.027686761382,9.412034475644672,-0.0,9.776139588884837
15.237511881054916,6.4989016791142165,4.811234367437366,3.7035421301141715,9.048102750943984,10.439681524208964,1.2928931548936204,9.485018119711638,-0.0,9.290435696411713
16.083873364043693,6.322347849196923,5.198499840084767,3.242215309073608,9.476686302167787,10.47361565745623,2.074347902869731,9.541486825668438,-0.0,9.541284786604516
14.849862052925277,6.506468427229272,5.138340858574678,3.809447442317731,10.090938474465625,11.176611468936214,2.2167489178701234,9.588962955467242,-0.0,9.45054974025747
14.493242310397079,6.308984153477919,5.251642761433809,4.057922516476087,10.31468401589875,11.128486350804023,2.8708103602753137,9.625170369142213,-0.0,9.9406158313281
14.636008979732882,6.675314619026766,5.605302431484435,3.259031553601238,11.165781703114824,11.624897875245896,2.8251861467855206,9.641601100502747,-0.0,9.470103543223107
14.29515201124532,6.203084764590458,5.255956737096397,3.7390733842813315,11.505239749423863,11.625674942057048,3.3242892007880473,9.630342675045599,-0.0,9.612185822309593
13.368945402691235,6.620704183799092,4.992303185311393,3.720522576812073,12.16227935236942,12.16844495019873,3.2774425573973764,9.583896598311176,-0.0,9.565665457880609
13.393443412568855,6.607650235499186,5.431075573005652,4.370825952707083,12.727946793106547,12.180297920858882,3.676100469575859,9.501116927432165,-0.0,9.345709362556873
12.544716235421646,6.522803132725174,5.135399259921479,4.149381127271606,12.928679891566896,12.496972658399262,4.004196192958363,9.384625976433181,-0.0,8.969262343244964
12.03550222203197,7.137804551400636,5.178409835418427,4.12533279409509,13.42298814342165,12.229713932252295,4.232901420438763,9.239858148488333,-0.0,9.174310083835302
11.712843104520385,7.589591563320978,5.136385729230528,4.25872256180363,14.229366449335448,11.788891528199008,4.2760611144021885,9.070421238687702,-0.0,8.894772121660312
11.374898419662895,7.733441255861727,4.53647725188298,4.66595621006685,14.839153519591255,12.345177450753939,3.818078617722374,8.877316080420673,-0.0,8.356476175467904
10.876148087368533,7.977117110203916,4.305327479557838,4.875147634529158,14.958505868303094,12.187405588687527,3.9941186772248782,8.663732418502228,-0.0,8.4820195269662
10.51081767030708,8.967510437836163,4.008918626951574,4.900961802294273,15.027122889429112,12.146660280815125,3.8115902768372543,8.441208450103742,-0.0,8.544626172243412
10.227782269435336,9.610842529026854,3.679665609609017,5.6758361340946974,15.824710847434098,11.889546801159279,3.7507265881059806,8.220083297238673,-0.0,8.213778025660408
9.573689418561218,9.23946591010605,2.743734049749192,5.757349415889722,15.799662779019162,11.80441733911138,3.635854549644904,8.008667367887153,-0.0,7.8949509743310315
9.855120337071268,10.163517937251699,2.4384642927553233,6.19266771392707,16.40761940444176,12.065215753883278,3.62318315560549,7.816846993586273,-0.0,7.710476234807718
10.100991814346266,10.45601319409929,2.2304839610572844,6.211632581922602,16.751537534824518,11.892603194097601,2.998158968153605,7.653997796460061,-0.0,7.743842476895133
9.613670179980833,10.550399306811352,1.763347384024612,6.528456620316814,16.84629958981137,11.22035819043826,2.8859107927645766,7.527590658539214,-0.0,7.117599414771732
9.177041916719723,11.34656694477521,1.702438762826816,6.970980898287499,17.000213201917965,11.514862177932505,2.2656775738045694,7.440311902883117,-0.0,7.4435312663075015
9.736839509612576,11.636478122626787,0.9151844897898569,6.84186915935682,17.617309708731554,12.231174350870841,2.633489674769012,7.391607085211411,-0.0,6.981295802826757
9.572072026374071,11.664910274695794,1.0713535872712319,7.106381551858446,17.69619119818206,11.831273864333891,1.6554074829403174,7.378251355712572,-0.0,7.004263797117617
9.48306247811281,12.393180904713223,0.7710517529896654,6.532000746141798,18.32318903202201,11.851996701753556,1.9628043668282158,7.394954921825154,-0.0,7.678920317910485
10.011956592636214,11.900484636705418,0.9575323649100101,7.089433747243135,18.818505213483224,11.96186770369801,1.3134818806095079,7.431386142422746,-0.0,7.623298584194395
9.740491338445864,12.023225743900946,0.894537227290559,6.824837688073926,18.505580396844,12.02183762765773,1.6940092999920862,7.477871454780855,-0.0,7.387691908507055
9.812193149338944,12.636667011465079,0.9604834793836384,7.068266999073145,19.62931788994304,12.07189582301781,1.7464054032787273,7.534920315386736,-0.0,7.664024771944816
9.973036532030592,12.739957447532998,0.5999487741333127,7.061331012242838,19.78052366154813,12.383156136942562,1.1458378955561364,7.605339593872675,-0.0,7.635022258897309
9.942846886340602,12.31513986028933,1.2082870924277986,7.482520178094072,20.60815187942611,12.43822757992289,1.1626131549590115,7.690069067119517,-0.0,7.70820471302877
10.135569230507624,12.632088572909682,1.4623987154434122,7.5148805720062475,21.337815656716007,11.983158764648193,1.4990271644839894,7.792476696655911,-0.0,7.664540515449288
9.829125628521204,13.136044396937184,1.4728767910580198,7.722585696975176,21.110193633702504,13.07609768503277,1.7719986854084948,7.925775174201033,-0.0,7.945222365207394
10.510943582974067,13.238399211089726,1.9933365978041873,6.816089092741294,21.86848637264839,12.658661215645633,2.2773392711972025,8.110536660472995,-0.0,7.61492254027983
10.502501046856999,13.096888590257315,1.9574025032344498,6.720153394284251,22.277555509228954,12.978429219365497,2.234632958320423,8.358715918521977,-0.0,8.15736364735126
11.13541668522159,13.864486708736068,2.263383867585752,7.606458709118155,22.78532555358758,12.86027053262987,2.961579431226116,8.665924102196236,-0.0,8.654105863374726
11.073065178708658,13.922116674516941,2.870360143675041,8.19714773279061,22.740892871387793,13.465075451545063,3.3575134133210893,9.02603432499036,-0.0,8.759681284736478
11.528809440891285,13.845203169923543,3.4170017538061073,8.188309172986012,22.57868100427559,14.33004114566602,3.300745844110152,9.4366629993366,-0.0,10.047487936375097
12.126610564110743,15.206129663774353,3.449351689867911,8.308127148994812,23.08664732052,14.541405882765254,4.012498490862316,9.896165216969559,-0.0,9.616612457364726
12.370177487149556,15.295853838321198,3.81552407817581,8.111495544961755,22.874698559591636,14.409797612621196,4.5530638144425835,10.397720984483739,-0.0,10.340959172415955
13.151931584209729,15.678202471098604,5.041490818487241,8.81961133825485,23.359836323943227,15.195614394853978,4.972854529230339,10.923473828051206,-0.0,11.003928963084364
13.724129102854628,16.142751623532327,5.323376766147698,8.485143720635387,23.66328067997572,15.451512587123297,5.2619308049520574,11.451028189680942,-0.0,11.179995813774504
14.919942077855222,17.07858962686773,6.2061118136546725,8.559506923284845,23.82187242470217,15.365130247325098,6.564275587012355,11.952581935819213,-0.0,11.929063246010683
15.356698637389512,17.771312156615434,6.800231355615223,9.033048192353679,23.67685928279139,16.446490067615038,6.684578230116453,12.404086360029734,-0.0,12.638782652129336
16.05425343523145,18.48160734532455,6.731169560244954,8.539267938591903,23.540295307529835,16.900213781012283,7.487428106489726,12.797840489267339,-0.0,13.038098256513756
15.908739785180188,19.049415139463363,7.219130931655034,9.40515304585697,23.389105753570536,16.885711301176624,7.761642011610965,13.146122443257442,-0.0,12.876638278026928
15.965722815192283,18.686767034142573,7.283286620276257,9.596872833964888,23.60080473230765,17.489975844513175,8.471979188522015,13.466249090529821,-0.0,13.22365086429153
16.736156462336695,20.0210887186169,7.726628735268256,9.623233776369995,23.41658779627557,18.01126882849737,9.341653616798162,13.769577480365546,-5.06888559815149e-05,13.597769481549964
16.581641384468274,20.873802246510074,7.337247214975443,8.875002005687909,23.759245727179795,18.218616876869376,9.33756055873217,14.068530485677867,-0.009547462662194911,14.27109169998757
17.361861480570997,20.7709513310169,8.417480303033429,9.63504076283587,23.835613753948998,18.76326723322367,10.022497998478451,14.380497284360425,-0.13502519657802395,14.53907123761597
18.29758941760592,21.459482664064023,8.687503931275346,9.824200409575676,24.446884292390546,18.714339007145572,10.257748558394933,14.716423272296693,-0.6615595845525153,13.738069391744464
18.4390750329241,21.561815929580344,8.428248806773466,9.073140226284199,24.44324094829541,19.086203193219077,10.58419280488765,15.077139214926744,-1.8132788707821856,13.02825316533823
19.052528949602525,22.503754560829258,9.319854321734173,9.39824483863367,25.037001593195154,19.39256862049681,11.617639583429348,15.45898351394818,-3.441924451028142,11.859507589779998
20.20575661123729,23.005801383798893,9.298593357965913,9.194888419477119,26.03982305583024,19.586028346599146,11.581135525028136,15.863291924961693,-5.0702334750295535,10.775496261973885
20.92632538018821,23.695310242678723,9.762394291971432,9.364971379139922,26.29871811980977,20.101008697736297,12.74800676255859,16.29737629001611,-6.20384586447096,9.769712405146858
21.07127735005869,24.077103479568258,9.541709987369558,9.914477844217878,26.676414708127695,20.939884261213418,12.838794468635216,16.762949532547974,-6.587782000476139,10.259671986535832
22.550860545594638,24.541356678345004,10.069537679583373,9.413660628067463,27.76877291012819,21.3248917292969,12.888286030768526,17.254241641912493,-6.255501786056686,10.75802365728299
22.70973728748418,24.81508282352844,10.50878829780688,9.887081097066883,27.62825830072146,21.393864283703593,13.248124594748028,17.759261616203492,-5.426275464910269,12.798877849401546
23.174194224907488,25.3528449628701,10.503379526780963,9.612584623358988,28.868821197781315,22.48646084849154,13.292540542690865,18.25992252097384,-4.368218995152481,14.114893933342252
23.97577877033781,25.516435304016408,10.460181200065652,9.736967579030283,29.91598814887974,23.28046829614033,14.191633083741559,18.736709489064452,-3.30269810668872,15.734967942484847
24.965655124608002,26.19067022392329,10.726201465954142,9.693627683613057,30.036173304010937,23.453521261305564,14.79161832629317,19.171322832709897,-2.3672086871194877,16.771010562172613
24.719127332331784,26.729273822404352,10.974996165035032,10.213263094474081,30.660334218628087,24.251457967625974,15.444880608253301,19.553699378196605,-1.6203583609868455,18.200245580804776
25.136895593919764,26.816351369155484,11.245669142320256,10.46491916547892,31.148239990952813,25.156412641098566,15.267234335304988,19.887010084131443,-1.0655531196403527,18.925155121100655
24.7843856935568,26.483819018942885,11.48421084093435,10.557146782722038,31.18016045503245,26.150689400157354,15.988519476701065,20.18062331127986,-0.6764583648872456,19.598361974172864
24.811956607734892,26.303821087315,12.275339878927758,10.92655579560632,31.408405353801292,26.621715596397625,16.95571006008553,20.441457720031593,-0.4162544056547908,20.03771355497836
24.37416233058214,26.501370306045867,12.389016293022523,11.45412241289535,31.64189333836599,27.373140832631286,17.294747277533176,20.68026613137602,-0.24911175644197595,20.423489163322273
24.55130461968471,26.678902240582588,12.999564946707673,12.139631623058346,31.556944779403064,27.648248316351502,18.16893841111486,20.911020134063712,-0.14540766295862825,21.099287486236772
24.794209083394403,26.878842783665615,12.6177125356656,12.779867318529298,31.264392892322906,28.14969606247417,18.599370672439832,21.15255504282376,-0.08298440875613312,21.245087284759364
24.941485230792726,26.771033982712815,13.805748422493284,13.467739326877984,31.915269745304613,28.641871021374094,18.423601852742813,21.390484479968926,-0.04640155096083578,21.332409959629477
25.409676173215406,27.002189433967054,13.375132454849389,14.482813829008666,31.35812491311007,28.394541335477324,19.199089949316384,21.626100741813833,-0.02546738840698415,21.52464944429539
25.05686394885786,26.85071119413293,13.880691793933016,14.875029903133328,31.103065476793994,29.295761706036497,19.878357303791148,21.861440751747114,-0.013741703737374102,21.899578414122416
25.17592921013169,26.986001708408185,14.483402201529964,15.792216965524021,31.37609501145215,29.344141532371246,20.5925985271348,22.098248481271895,-0.007299699830085926,21.995991050199436
24.96506730458361,26.93911590484776,14.436928042086834,16.205107720069783,31.279158112689483,29.223181230119835,20.369924689492795,22.337561640463925,-0.003822175054299743,22.226816216262065
25.08395270450382,26.38933437951401,14.633897944247003,16.971332991043273,31.012903884694612,29.746146441643255,20.52297639256809,22.579706241780045,-0.0019748305522984235,22.739195095678348
25.08680147804898,27.157118712069057,15.12890123171809,17.7776249492739,30.897634446526222,30.160289258621933,20.911121100281328,22.824785902096004,-0.001007821827815068,22.784750986868595
25.854358654982157,27.230509105004,14.871929435984304,18.487015887975925,30.821630481844444,31.091007939625783,21.477046580866425,23.07259512618328,-0.000508450849596291,22.91216372811856
